CODE COMPARATIVE TABLE - LEGISLATION
This is a chronological listing of the ordinances of the city used in this Code. Repealed or superseded laws at the time of the Codification and any omitted materials are not reflected in the table.
EXPAND
Legislation Date Section Section
this Code
Res. No. 01-0373 3-21-2001 1 10-252
      Added 14-260—14-262
      Rnbd 14-260
      as 14-263
Ord. No. 18-06-179  6- 5-2018 1—3       Added 10-351—10-353
Ord. No. 18-06-180  6- 5-2018 1, 2       Added 14-281, 14-282
Ord. No. 18-07-182  7- 3-2018 1       Added 35-299
2       Added 35-550—35-562
Ord. No. 19-02-191  2- 5-2019 2       Added 2-83
Ord. No. 19-03-193  3- 5-2019 1 35-570
2 35-595
3       Added 35-708
Ord. No. 19-03-194  3- 5-2019 1 4-2
2       Added 4-26.1
3       Added 4-26.2
4 4-27(a)
5, 6 4-96
7 4-98(a)
8 4-129(b)
9 4-133
10 4-158
11 4-194
12 4-199
13 4-200(a)
Ord. No. 19-05-197  5- 7-2019 1-3 35-484
4 35-485
Ord. No. 19-06-199  6- 6-2019 1 2-1(a)
2 2-79(a)
3 2-83(a)
Ord. No. 19-08-201  8- 6-2019 1       Added 35-539
Ord. No. 19-08-204  8- 6-2019 1       Added 20-25
2       Added 20-26
Ord. No. 19-12-205 12- 3-2019 1 35-570
2 35-595
3       Rpld 35-708
Ord. No. 20-07-212  7- 7-2020 1       Added 2-7
Ord. No. 20-12-216 12- 3-2020 1 20-57
Ord. No. 21-02-217  2- 2-2021 1 4-26
2 4-27
Ord. No. 21-05-218  5- 4-2021 1, 2 4-96
Ord. No. 21-05-219  5- 4-2021 1       Added 10-360—10-370
Ord. No. 21-09-226  9- 7-2021 1 10-22
Ord. No. 21-09-227  9- 7-2021 1 10-361
Ord. No. 21-10-228 10- 5-2021 1       Rpld 14-19—14-28
      Rpld 22-1—22-27
      Rpld 26-1—26-5,
26-29—26-32,
26-53—26-63,
26-85—26-90,
26-109—26-120,
26-139—26-143,
26-170—26-173
      Rpld 35-1—35-6,
35-31—35-40,
35-69—35-71,
35-101—35-119,
35-150—35-159,
35-211—35-216,
35-241, 35-242,
35-263—35-272,
35-293—35-299,
35-330—35-334,
35-357—35-359,
35-377, 35-378,
35-400—35-406,
35-426—35-430,
35-459—35-464,
35-482—35-486,
35-511—35-514,
35-537—35-539,
35-550—35-562,
35-570,
35-589—35-595,
35-622—35-624,
35-652—35-707,
35-728—35-736
      Added App. A, §§
1-1—1-17,
2-1—2-3,
3-1—3-20,
4-1—4-13,
5-1—5-19,
6-1—6-4,
7-1—7-4,
8-1—8-24,
9-1—9-5,
10-1—10-8,
11-1—11-7,
12-1—12-11,
13-1—13-9,
14-1—14-6
Ord. No. 21-12-231 12- 7-2021 1 4-130
Ord. No. 23-01-253  1-10-2023 1, 2 28-51
Ord. No. 23-02-254  2- 7-2023 1 App. A, 2-3
2 App. A, 3-14
3 App. A, 4-5
4 App. A, 4-6
5, 6 App. A, 4-7
7 App. A, 4-8
8, 9 App. A, 5-3
10, 11 App. A, 5-6
12 App. A, 5-7
13 App. A, 5-8
14—19 App. A, 6-2
20—22 App. A, 6-3
23, 24 App. A, 7-1
25 App. A, 7-2
26, 27 App. A, 7-4
28 App. A, 11-5
29, 30 App. A, 12-2
31 App. A, 12-9
Ord. No. 23-02-255  2- 7-2023 1       Rpld App. A, 13-1—13-9       Added App. A, 13-1—13-12
