ID,Form,Lemma,POStag,NER,Head,DepRel,Deps,Clause Tag,Record ID,Sentence ID,Document ID,Document,Date
18,the,the,DT,O,19,det,19:det,,141,6,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
19,basis,basis,NN,O,10,obl:on,10:obl:on,,142,6,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
20,of,of,IN,O,23,case,23:case,,143,6,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
21,reducing,reduce,VBG,O,23,amod,23:amod,,144,6,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
22,environmental,environmental,JJ,O,23,amod,23:amod,,145,6,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
23,impacts,impact,NNS,O,29,nsubj:pass,19:nmod:of|25:nsubj|29:nsubj:pass,,146,6,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
24,that,that,WDT,O,23,ref,23:ref,,147,6,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
25,include,include,VBP,O,23,acl:relcl,23:acl:relcl,,148,6,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
26,but,but,CC,O,29,cc,29:cc,,149,6,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
27,are,be,VBP,O,29,aux:pass,29:aux:pass,,150,6,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
28,not,not,RB,O,29,advmod,29:advmod,,151,6,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
29,limited,limit,VBN,O,25,conj:but,23:acl:relcl|25:conj:but,,152,6,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
30,to,to,IN,O,31,case,31:case,,153,6,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
31,transit,transit,NN,O,29,obl:to,29:obl:to,,154,6,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
32,",",",",",",O,31,punct,31:punct,,155,6,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
33,pedestrian,pedestrian,NN,O,31,conj:and,29:obl:to|31:conj:and,,156,6,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
34,and,and,CC,O,36,cc,36:cc,,157,6,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
35,bicycle,bicycle,NN,O,36,compound,36:compound,,158,6,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
36,accessibility,accessibility,NN,O,31,conj:and,29:obl:to|31:conj:and,,159,6,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
37,",",",",",",O,31,punct,31:punct,,160,6,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
38,urban,urban,JJ,O,31,conj:and,29:obl:to|31:conj:and,,161,6,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
39,and,and,CC,O,40,cc,40:cc,,162,6,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
40,brownfields,brownfield,NNS,O,31,conj:and,29:obl:to|31:conj:and,,163,6,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
41,redevelopment,redevelopment,NN,O,31,conj:and,29:obl:to|31:conj:and,,164,6,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
42,",",",",",",O,31,punct,31:punct,,165,6,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
43,solar,solar,JJ,O,44,amod,44:amod,,166,6,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
44,access,access,NN,O,31,conj:and,29:obl:to|31:conj:and,,167,6,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
45,",",",",",",O,31,punct,31:punct,,168,6,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
46,on,on,IN,O,48,case,48:case,,169,6,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
47,-,-,HYPH,O,48,punct,48:punct,,170,6,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
48,site,site,NN,O,51,compound,51:compound,,171,6,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
49,stormwater,stormwater,NN,O,50,compound,50:compound,,172,6,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
50,mitigation,mitigation,NN,O,51,compound,51:compound,,173,6,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
51,capacity,capacity,NN,O,31,conj:and,29:obl:to|31:conj:and,,174,6,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
52,",",",",",",O,31,punct,31:punct,,175,6,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
53,and,and,CC,O,54,cc,54:cc,,176,6,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
54,vegetation,vegetation,NN,O,31,conj:and,29:obl:to|31:conj:and,,177,6,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
55,and,and,CC,O,57,cc,57:cc,,178,6,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
56,habitat,habitat,NN,O,57,compound,57:compound,,179,6,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
57,restoration,restoration,NN,O,54,conj:and,31:conj:and|54:conj:and,,180,6,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
58,.,.,.,O,10,punct,10:punct,,181,6,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
1,(,(,-LRB-,O,2,punct,2:punct,,182,7,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
2,Ord,Ord,NNP,O,0,ROOT,0:ROOT,,183,7,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
3,.,.,.,O,2,punct,2:punct,,184,7,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
1,No.,no.,NN,O,0,ROOT,0:ROOT,,185,8,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
2,2003,2003,CD,NUMBER,1,nummod,1:nummod,,186,8,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
3,-,-,HYPH,NUMBER,1,punct,1:punct,,187,8,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
4,108,108,CD,NUMBER,1,nummod,1:nummod,,188,8,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
5,",",",",",",O,1,punct,1:punct,,189,8,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
6,§,§,SYM,O,7,dep,7:dep,,190,8,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
7,2,2,CD,NUMBER,1,nummod,1:nummod,,191,8,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
8,(,(,-LRB-,O,10,punct,10:punct,,192,8,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
9,Exh.,exh.,NN,O,10,compound,10:compound,,193,8,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
10,A,a,NN,O,1,appos,1:appos,,194,8,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
11,),),-RRB-,O,10,punct,10:punct,,195,8,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
12,",",",",",",O,1,punct,1:punct,,196,8,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
13,12-9-03,12-9-03,CD,DATE,1,nummod,1:nummod,,197,8,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
14,),),-RRB-,O,1,punct,1:punct,,198,8,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
15,Secs.,secs.,NN,O,1,dep,1:dep,,199,8,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
16,75,75,CD,NUMBER,15,nummod,15:nummod,,200,8,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
17,-,-,HYPH,NUMBER,15,punct,15:punct,,201,8,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
18,2,2,CD,NUMBER,15,nummod,15:nummod,,202,8,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
19,—,—,:,O,15,punct,15:punct,,203,8,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
20,75,75,CD,DATE,15,dep,15:dep,,204,8,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
21,-,-,SYM,DATE,22,dep,22:dep,,205,8,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
22,15,15,CD,DATE,20,nmod,20:nmod,,206,8,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
23,.,.,.,O,1,punct,1:punct,,207,8,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
1,-,-,HYPH,O,2,punct,2:punct,,208,9,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
2,Reserved,reserve,VBN,O,0,ROOT,0:ROOT,,209,9,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
3,.,.,.,O,2,punct,2:punct,,210,9,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
1,Sec.,sec.,NN,O,0,ROOT,0:ROOT,,211,10,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
2,75,75,CD,DATE,1,nummod,1:nummod,,212,10,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
3,-,-,HYPH,DATE,1,punct,1:punct,,213,10,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
4,16,16,CD,DATE,1,nummod,1:nummod,,214,10,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
5,.,.,.,O,1,punct,1:punct,,215,10,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
1,-,-,HYPH,O,2,punct,2:punct,,216,11,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
2,Purpose,purpose,NN,O,0,ROOT,0:ROOT,,217,11,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
3,.,.,.,O,2,punct,2:punct,,218,11,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
1,The,the,DT,O,2,det,2:det,,219,12,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
2,purpose,purpose,NN,O,15,nsubj,15:nsubj,,220,12,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
3,of,of,IN,O,5,case,5:case,,221,12,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
4,the,the,DT,O,5,det,5:det,,222,12,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
5,City,City,NNP,O,2,nmod:of,2:nmod:of,,223,12,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
6,of,of,IN,O,9,case,9:case,,224,12,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
7,Atlanta,Atlanta,NNP,CITY,9,nmod:poss,9:nmod:poss,,225,12,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
8,'s,'s,POS,O,7,case,7:case,,226,12,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
9,policy,policy,NN,O,5,nmod:of,5:nmod:of,,227,12,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
10,on,on,IN,O,12,case,12:case,,228,12,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
11,sustainable,sustainable,JJ,O,12,amod,12:amod,,229,12,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
12,building,building,NN,O,2,nmod:on,2:nmod:on,,230,12,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
13,is,be,VBZ,O,15,aux,15:aux,,231,12,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
14,to,to,TO,O,15,mark,15:mark,,232,12,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
15,require,require,VB,O,0,ROOT,0:ROOT,,233,12,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
16,the,the,DT,O,17,det,17:det,,234,12,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
17,city,city,NN,O,19,nmod:poss,19:nmod:poss,,235,12,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
18,'s,'s,POS,O,17,case,17:case,,236,12,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
19,commitment,commitment,NN,O,56,nsubj:xsubj,15:obj|30:nsubj:xsubj|43:nsubj:xsubj|56:nsubj:xsubj,,237,12,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
20,to,to,IN,O,27,case,27:case,,238,12,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
21,environmental,environmental,JJ,O,27,amod,27:amod,,239,12,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
22,",",",",",",O,21,punct,21:punct,,240,12,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
23,economic,economic,JJ,O,27,amod,21:conj:and|27:amod,,241,12,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
24,",",",",",",O,21,punct,21:punct,,242,12,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
25,and,and,CC,O,26,cc,26:cc,,243,12,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
26,social,social,JJ,O,27,amod,21:conj:and|27:amod,,244,12,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
27,stewardship,stewardship,NN,O,19,nmod:to,19:nmod:to,,245,12,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
28,",",",",",",O,15,punct,15:punct,,246,12,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
29,to,to,TO,O,30,mark,30:mark,,247,12,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
30,yield,yield,VB,O,15,xcomp,15:xcomp,,248,12,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
31,cost,cost,NN,O,32,compound,32:compound,,249,12,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
32,savings,savings,NNS,O,30,obj,30:obj,,250,12,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
33,to,to,IN,O,36,case,36:case,,251,12,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
34,the,the,DT,O,36,det,36:det,,252,12,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
35,city,city,NN,O,36,compound,36:compound,,253,12,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
36,taxpayers,taxpayer,NNS,O,30,obl:to,30:obl:to,,254,12,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
37,through,through,IN,O,40,case,40:case,,255,12,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
38,reduced,reduce,VBN,O,40,amod,40:amod,,256,12,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
39,operating,operating,NN,O,40,compound,40:compound,,257,12,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
40,costs,cost,NNS,O,30,obl:through,30:obl:through,,258,12,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
41,",",",",",",O,30,punct,30:punct,,259,12,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
42,to,to,TO,O,43,mark,43:mark,,260,12,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
43,provide,provide,VB,O,30,conj:and,15:xcomp|30:conj:and,,261,12,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
44,healthy,healthy,JJ,O,48,amod,48:amod,,262,12,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
45,and,and,CC,O,46,cc,46:cc,,263,12,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
46,productive,productive,JJ,O,48,amod,44:conj:and|48:amod,,264,12,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
47,work,work,NN,O,48,compound,48:compound,,265,12,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
48,environments,environment,NNS,O,43,obj,43:obj,,266,12,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
49,for,for,IN,O,50,case,50:case,,267,12,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
50,staff,staff,NN,O,48,nmod:for,48:nmod:for,,268,12,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
51,and,and,CC,O,52,cc,52:cc,,269,12,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
52,visitors,visitor,NNS,O,50,conj:and,48:nmod:for|50:conj:and,,270,12,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
53,",",",",",",O,30,punct,30:punct,,271,12,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
54,and,and,CC,O,56,cc,56:cc,,272,12,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
55,to,to,TO,O,56,mark,56:mark,,273,12,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
56,contribute,contribute,VB,O,30,conj:and,15:xcomp|30:conj:and,,274,12,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
